question,answer,category,tags,priority
"Mulesoft Integration with Datadog: Metrics, Dashboard Configuration, and Multi-Environment Monitoring - The customer experienced several issues with the Mulesoft integration in Datadog:","Problem: The customer experienced several issues with the Mulesoft integration in Datadog:

Resolution: Metrics Discrepancy Resolution:
1. Review dashboard template variables to ensure alignment with MuleSoft console data
2. Verify env_id configuration matches intended environment for accurate metrics collection
3. Check Connected App permissions for proper API access
4. Confirm Master Organization ID and customer_key configuration

Dashboard Configuration:
1. Adjust dashboard template variables for accurate data display
2. Save dashboard views with correct template variable settings using Datadog's saved views feature
3. Ensure persistent configuration across dashboard sessions

Multi-Environment Monitoring Setup:
Each DMI installation monitors single environment. For multiple environments:
1. Deploy separate compute instance per environment
2. Install DMI on each instance with environment-specific env_id
3. Use same customer_key and Master Organization ID across all instances
4. Configure separate authentication for each environment if needed

Configuration Verification:
1. Restart Datadog agent after changes: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Check reader.log for errors: /var/log/datadog/reader.log
4. Confirm metrics collection begins within 5-10 minutes",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Configuring Datadog Agent for Multiple Mulesoft Environments - A customer needed to gather metrics from multiple Mulesoft environments (Dev, Test, QA, Prod) but the conf.yaml file in the Datadog agent configuration only appeared to support one environment at a time.","Problem: A customer needed to gather metrics from multiple Mulesoft environments (Dev, Test, QA, Prod) but the conf.yaml file in the Datadog agent configuration only appeared to support one environment at a time.

Resolution: DMI Multi-Environment Setup:
Each DMI installation monitors single environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml with respective env_id for each environment (Dev, Test, QA, Prod)
5. Use same customer_key and Master Organization ID across all instances

Configuration File Location:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi

Each environment will display metrics separately in Datadog dashboards.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
Mulesoft vCore Pricing and Integration with Datadog - A customer is interested in integrating Mulesoft with Datadog and needs information about pricing based on their vCore usage.,"Problem: A customer is interested in integrating Mulesoft with Datadog and needs information about pricing based on their vCore usage.

Resolution: DMI Pricing Model:
DMI licensing based on MuleSoft vCores (production and sandbox). Both Production and Sandbox vCores are included in pricing calculations.

vCore Classification:
- Production vCores: Included in pricing calculation
- Sandbox vCores: Included in pricing calculation
- Both types count toward licensing costs

Customer Information Required:
1. Determine total number of Production vCores
2. Determine total number of Sandbox vCores
3. Verify vCore allocation across all environments

Pricing Information:
For specific pricing details and vCore-based cost calculations, refer to Datadog Marketplace where DMI licensing is purchased and managed.

DMI Trial:
14-day trial available through Datadog Marketplace for evaluation before purchase decision.

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- System architecture: https://docs.ioconnectservices.com/dmi/systemarchitecture",datadog-mulesoft,"integration,mulesoft,datadog,deployment",low
IO Connect Services Mulesoft Integration Pricing - A customer is interested in the Mulesoft integration with Datadog and needs information about pricing.,"Problem: A customer is interested in the Mulesoft integration with Datadog and needs information about pricing.

Resolution: DMI Pricing Model:
DMI licensing based on MuleSoft vCores (production and sandbox). Both Production and Sandbox vCores are included in pricing calculations.

vCore Classification:
- Production vCores: Included in pricing calculation
- Sandbox vCores: Included in pricing calculation
- Both types count toward licensing costs

Customer Information Required:
1. Determine total number of Production vCores
2. Determine total number of Sandbox vCores
3. Verify vCore allocation across all environments

Pricing Information:
For specific pricing details and vCore-based cost calculations, refer to Datadog Marketplace where DMI licensing is purchased and managed.

DMI Trial:
14-day trial available through Datadog Marketplace for evaluation before purchase decision.

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- System architecture: https://docs.ioconnectservices.com/dmi/systemarchitecture",datadog-mulesoft,"integration,mulesoft,datadog,deployment",low
"Calculating Total vCores in Datadog Dashboard - The user has successfully created a table showing the number of active and inactive workers, their size, and the application name. However, they are unable to calculate the total vCores per application, which should be the product of the number of workers and the workers_weight. The issue arises because workers_weight is not a metric, preventing its use in a formula field within the dashboard.","Problem: The user has successfully created a table showing the number of active and inactive workers, their size, and the application name. However, they are unable to calculate the total vCores per application, which should be the product of the number of workers and the workers_weight. The issue arises because workers_weight is not a metric, preventing its use in a formula field within the dashboard.

Resolution: To calculate the total vCores per application, you can try the following approaches:

1. Use a custom metric: Create a custom metric that combines the number of workers and the workers_weight. This can be done using Datadog's custom metrics feature or by modifying the data collection process to include this calculation.

2. Utilize Datadog's formula feature: If workers_weight is available as a tag or attribute, you might be able to use Datadog's formula feature to perform the calculation. This would involve using functions like `sum by` or `as_count()` along with multiplication.

3. Implement a query-time calculation: If the workers_weight is stored as metadata or in a separate data source, you could potentially use a query-time calculation to combine it with the worker count. This might involve using Datadog's query language to join or correlate the data.

4. Use a backend service: If the above options are not feasible within Datadog, consider creating a small backend service that performs this calculation and exposes it as a metric that Datadog can then collect and display.

5. Leverage Datadog's API: Write a script that uses Datadog's API to fetch the required data, perform the calculation, and then post the result back as a custom metric.

After implementing one of these solutions, you should be able to display the total vCores per application in your dashboard and then sum these values to get the total vCore usage across all applications.",datadog-mulesoft,"datadog,troubleshooting,mulesoft",medium
"MuleSoft CloudHub Telemetry Not Appearing on DataDog Dashboard After Trial Expiration - The user successfully configured the hosted agent on their Mac to transmit MuleSoft CloudHub telemetry to DataDog. However, after the 2-week trial period ended, no new MuleSoft CloudHub telemetry is appearing on the DataDog Dashboard. The user is unsure if this is related to the trial expiration and assumed the plugin would auto-renew.","Problem: The user successfully configured the hosted agent on their Mac to transmit MuleSoft CloudHub telemetry to DataDog. However, after the 2-week trial period ended, no new MuleSoft CloudHub telemetry is appearing on the DataDog Dashboard. The user is unsure if this is related to the trial expiration and assumed the plugin would auto-renew.

Resolution: To resolve this issue, please follow these steps:

1. Check your subscription status: Verify if your DataDog Mule Integration (DMI) subscription has been renewed or if it requires manual renewal after the trial period.

2. Review your billing information: Ensure that your payment information is up to date and there are no issues with billing that could have caused an interruption in service.

3. Verify API key and customer key: Confirm that the API key and customer key in your conf.yaml file are still valid and have not expired with the end of the trial.

4. Restart the DataDog agent: Try restarting the DataDog agent on your Mac to see if it re-establishes the connection.

5. Check for any error messages: Review the DataDog agent logs (located at /var/log/datadog on Linux or C:\ProgramData\Datadog\logs on Windows) for any error messages related to the MuleSoft integration or authentication issues.

6. Confirm MuleSoft API access: Ensure that your MuleSoft account still has the necessary permissions to access the required APIs for telemetry data.

7. Contact DataDog support: If the issue persists after checking these items, reach out to DataDog support to inquire about the status of your subscription and any potential service interruptions related to the trial expiration.

8. Verify CloudHub settings: Double-check your CloudHub configuration to ensure that it's still set up to send telemetry data to DataDog.

If you continue to experience issues after trying these steps, please provide more detailed information about any error messages or logs you encounter to the support team for further assistance.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Trial Period Ended - Next Steps for Datadog-MuleSoft Integration - The customer's 2-week trial period for the Datadog-MuleSoft integration has ended. As a result, MuleSoft CloudHub telemetry is no longer appearing on their Datadog Dashboard. The customer assumed the plugin would auto-renew after the trial period.","Problem: The customer's 2-week trial period for the Datadog-MuleSoft integration has ended. As a result, MuleSoft CloudHub telemetry is no longer appearing on their Datadog Dashboard. The customer assumed the plugin would auto-renew after the trial period.

Resolution: 1. Contact the sales team to discuss options for continuing the service beyond the trial period. This may involve purchasing a subscription or extending the trial.

2. Clarify that the plugin does not auto-renew after the trial period ends. Customers need to take action to continue the service.

3. If the customer wishes to continue using the integration, they will need to set up a paid subscription or arrange for an extension of the trial period with the sales team.

4. Once the account is reactivated, verify that the Datadog agent is properly configured and running to resume collection of MuleSoft CloudHub telemetry.

5. Double-check the conf.yaml file to ensure all settings are correct, including the API key and customer key.

6. If issues persist after reactivation, investigate potential problems with the Datadog agent or MuleSoft plugin configuration.",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
"Datadog Mule Integration (DMI) Setup and Troubleshooting - Users are experiencing difficulties in setting up the Datadog Mule Integration, particularly for CloudHub monitoring. Issues include confusion about agentless vs agent-based setups, problems with log shipping, and errors in the Datadog Agent Manager logs.","Problem: Users are experiencing difficulties in setting up the Datadog Mule Integration, particularly for CloudHub monitoring. Issues include confusion about agentless vs agent-based setups, problems with log shipping, and errors in the Datadog Agent Manager logs.

Resolution: DMI Architecture:
DMI is agent-based integration requiring Datadog agent installation. There is no agentless solution available for MuleSoft CloudHub monitoring.

CloudHub Monitoring Setup:
1. Install Datadog agent on server infrastructure (VM, EC2, or physical server)
2. Install DMI integration from Datadog Marketplace
3. Configure /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml with:
  - Customer_key (provided by Nova upon Master Organization ID submission)
  - Master Organization ID
  - CloudHub env_id
  - Authentication credentials (client_id/client_secret or username/password)
4. Restart Datadog agent: sudo systemctl restart datadog-agent

CloudHub Platform Support:
- CloudHub 1.0: Full support with comprehensive metrics
- CloudHub 2.0: Limited metrics support

Configuration Verification:
1. Verify integration status: sudo datadog-agent status | grep iocs_dmi
2. Check reader.log for errors: /var/log/datadog/reader.log
3. Monitor built-in dashboards for CloudHub metrics",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Datadog Mule Plugin Trial Expiration and Extension Request - The 2-week trial period for the Datadog Mule Plugin has expired, resulting in no new MuleSoft CloudHub telemetry appearing on the DataDog Dashboard. The customer had assumed the plugin would auto-renew after the trial period.","Problem: The 2-week trial period for the Datadog Mule Plugin has expired, resulting in no new MuleSoft CloudHub telemetry appearing on the DataDog Dashboard. The customer had assumed the plugin would auto-renew after the trial period.

Resolution: Trial Extension Process:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request including:
- Current trial status and expiration date
- Reason for extension requirement
- Master Organization ID

Trial Clarification:
DMI trials do not auto-renew after expiration. Manual extension requests are handled on case-by-case basis through Nova support.

Extension Considerations:
Nova reviews extension requests based on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"mulesoft,datadog,network",medium
Extending Datadog Mule Integration Trial Period - The customer's trial period for the Datadog Mule Plugin expired before they could fully explore its capabilities due to a pause in their MuleSoft Cloudhub production environment services.,"Problem: The customer's trial period for the Datadog Mule Plugin expired before they could fully explore its capabilities due to a pause in their MuleSoft Cloudhub production environment services.

Resolution: Trial Extension Process:
For DMI trial extensions, contact support_ddp@novacloud.io with extension request including:
- Current trial status and expiration date
- Reason for extension requirement
- Master Organization ID

Trial Clarification:
DMI trials do not auto-renew after expiration. Manual extension requests are handled on case-by-case basis through Nova support.

Extension Considerations:
Nova reviews extension requests based on evaluation requirements and implementation timeline needs.",datadog-mulesoft,"integration,mulesoft,datadog,deployment,network",medium
Troubleshooting Mulesoft Anypoint Integration with Datadog for On-Premise Servers - The customer has installed the Mulesoft Anypoint integration for Datadog but is unable to see any updates or metrics from their on-premise Mule servers. The Datadog agent logs show repeated errors stating 'Failed running the Remote Metric Reader. See the log for details' and 'Check result CheckStatus.CRITICAL: Failed running the Remote Metric Reader. See the log for details'.,"Problem: The customer has installed the Mulesoft Anypoint integration for Datadog but is unable to see any updates or metrics from their on-premise Mule servers. The Datadog agent logs show repeated errors stating 'Failed running the Remote Metric Reader. See the log for details' and 'Check result CheckStatus.CRITICAL: Failed running the Remote Metric Reader. See the log for details'.

Resolution: On-Premise Configuration Requirements:
1. Configure mule_server parameter in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml with on-premise server URL
2. Verify mule_server parameter contains correct server address and port
3. Ensure mule_server parameter is not commented out (remove # if present)

Configuration Verification:
1. Check conf.yaml contains required parameters:
  - Customer_key (provided by Nova)
  - Master Organization ID
  - env_id for on-premise environment
  - mule_server with server URL
  - Authentication credentials (client_id/client_secret or username/password)

Log Analysis:
Check these log files for detailed error information:
- Linux: /var/log/datadog/reader.log and /var/log/datadog/agent.log
- Windows: C:\ProgramData\Datadog\logs\reader.log and C:\ProgramData\Datadog\logs\agent.log

Network Requirements:
Verify Datadog agent can communicate with on-premise Mule servers:
- Standard ports: HTTP 8199, HTTPS 8299
- Check firewall restrictions
- Verify network connectivity between agent and Mule servers

Troubleshooting Steps:
1. Restart Datadog agent: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Monitor reader.log for connection attempts and errors",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Troubleshooting Mulesoft Anypoint Integration with Datadog - Users are experiencing difficulties in getting metrics from on-premise Mulesoft servers in Datadog. The Datadog agent is reporting errors such as 'Failed running the Remote Metric Reader' and 'Check result CheckStatus.CRITICAL', indicating a problem with the integration.","Problem: Users are experiencing difficulties in getting metrics from on-premise Mulesoft servers in Datadog. The Datadog agent is reporting errors such as 'Failed running the Remote Metric Reader' and 'Check result CheckStatus.CRITICAL', indicating a problem with the integration.

Resolution: On-Premise Configuration:
1. Verify mule_server parameter is configured in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
2. Ensure mule_server contains correct on-premise server URL and port
3. Confirm mule_server parameter is not commented out with #

Required Configuration Parameters:
- Customer_key (provided by Nova upon Master Organization ID submission)
- Master Organization ID
- env_id for on-premise environment
- mule_server with server URL (required for on-premise)
- Authentication credentials (client_id/client_secret or username/password)

Log File Locations:
- Linux: /var/log/datadog/reader.log and /var/log/datadog/agent.log
- Windows: C:\ProgramData\Datadog\logs\reader.log and C:\ProgramData\Datadog\logs\agent.log

Troubleshooting Steps:
1. Check reader.log for specific connection errors
2. Verify network connectivity to on-premise Mule servers
3. Confirm Connected App permissions for on-premise API access
4. Restart Datadog agent: sudo systemctl restart datadog-agent
5. Monitor integration status: sudo datadog-agent status | grep iocs_dmi

Network Requirements:
- Standard Mule server ports: HTTP 8199, HTTPS 8299
- Verify firewall allows agent communication with Mule servers
- Check network restrictions between agent and on-premise infrastructure

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- Connected App permissions: https://docs.ioconnectservices.com/dmi/configuration-connectedapps",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Mulesoft Integration Configuration and Permissions Setup - The customer was unable to see updates or metrics from their on-premise Mulesoft servers in Datadog. The logs showed errors related to the Remote Metric Reader, indicating issues with the integration configuration.","Problem: The customer was unable to see updates or metrics from their on-premise Mulesoft servers in Datadog. The logs showed errors related to the Remote Metric Reader, indicating issues with the integration configuration.

Resolution: Configuration File Review:
1. Verify conf.yaml file structure at /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
2. Ensure all required parameters are correctly configured:
  - Customer_key (provided by Nova)
  - Master Organization ID
  - env_id for on-premise environment
  - mule_server parameter with server URL
  - Authentication credentials (client_id/client_secret or username/password)

Connected App Permissions:
Verify Connected App has required permissions in MuleSoft Anypoint Platform. Review permission requirements at: https://docs.ioconnectservices.com/dmi/configuration-connectedapps

On-Premise Specific Configuration:
1. Configure mule_server parameter with correct server URL and port
2. Ensure mule_server parameter is not commented out
3. Verify network connectivity between Datadog agent and Mule servers
4. Standard ports: HTTP 8199, HTTPS 8299

Configuration Verification:
1. Restart Datadog agent after configuration changes: sudo systemctl restart datadog-agent
2. Check integration status: sudo datadog-agent status | grep iocs_dmi
3. Monitor reader.log for connection success: /var/log/datadog/reader.log
4. Verify metrics begin appearing within 5-10 minutes

Troubleshooting Steps:
- Review reader.log and agent.log for specific error details
- Confirm Connected App permissions include required API access
- Test connectivity to on-premise Mule servers from agent location

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- Connected App permissions: https://docs.ioconnectservices.com/dmi/configuration-connectedapps",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"MuleSoft Integration Pricing and Licensing - Customers need to understand how the MuleSoft integration with Datadog is priced, particularly for production environments with varying numbers of vCores.","Problem: Customers need to understand how the MuleSoft integration with Datadog is priced, particularly for production environments with varying numbers of vCores.

Resolution: DMI Pricing Model:
DMI licensing based on MuleSoft vCores (production and sandbox). Both Production and Sandbox vCores are included in pricing calculations.

vCore Classification:
- Production vCores: Included in pricing calculation
- Sandbox vCores: Included in pricing calculation  
- Both types count toward licensing costs

Licensing Structure:
DMI charged per vCore through Datadog Marketplace. Pricing not based on number of agents deployed.

Customer Information Required:
1. Total number of Production vCores
2. Total number of Sandbox vCores
3. Verify vCore allocation across all environments

Pricing Information:
For specific pricing details, discounts, and vCore-based cost calculations, refer to Datadog Marketplace where DMI licensing is purchased and managed.

DMI Trial:
14-day trial available through Datadog Marketplace for evaluation before purchase decision.

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- System architecture: https://docs.ioconnectservices.com/dmi/systemarchitecture",datadog-mulesoft,"integration,mulesoft,datadog,deployment",low
"Troubleshooting Mulesoft Integration for On-Premise Mule Servers - The Datadog agent is failing to collect metrics from on-premise Mule servers. Error logs show that the Remote Metric Reader is failing to run, resulting in a CRITICAL check status. The customer is unsure about the correct configuration for the 'mule_server:' parameters in the conf.yaml file, particularly which port should be used.","Problem: The Datadog agent is failing to collect metrics from on-premise Mule servers. Error logs show that the Remote Metric Reader is failing to run, resulting in a CRITICAL check status. The customer is unsure about the correct configuration for the 'mule_server:' parameters in the conf.yaml file, particularly which port should be used.

Resolution: On-Premise Configuration:
1. Verify mule_server parameter is configured in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
2. Ensure mule_server contains correct on-premise server URL and port
3. Confirm mule_server parameter is not commented out with #

Required Configuration Parameters:
- Customer_key (provided by Nova upon Master Organization ID submission)
- Master Organization ID
- env_id for on-premise environment
- mule_server with server URL (required for on-premise)
- Authentication credentials (client_id/client_secret or username/password)

Log File Locations:
- Linux: /var/log/datadog/reader.log and /var/log/datadog/agent.log
- Windows: C:\ProgramData\Datadog\logs\reader.log and C:\ProgramData\Datadog\logs\agent.log

Troubleshooting Steps:
1. Check reader.log for specific connection errors
2. Verify network connectivity to on-premise Mule servers
3. Confirm Connected App permissions for on-premise API access
4. Restart Datadog agent: sudo systemctl restart datadog-agent
5. Monitor integration status: sudo datadog-agent status | grep iocs_dmi

Network Requirements:
- Standard Mule server ports: HTTP 8199, HTTPS 8299
- Verify firewall allows agent communication with Mule servers
- Check network restrictions between agent and on-premise infrastructure

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- Connected App permissions: https://docs.ioconnectservices.com/dmi/configuration-connectedapps",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"MuleSoft On-Premise Server Metrics Not Appearing in Datadog - The customer has installed the Datadog agent and configured it to collect metrics from their on-premise MuleSoft servers. However, despite establishing a connection between the Datadog agent and MuleSoft Anypoint, no metrics are appearing in their Datadog dashboard. The logs show repeated errors indicating 'Failed running the Remote Metric Reader.'","Problem: The customer has installed the Datadog agent and configured it to collect metrics from their on-premise MuleSoft servers. However, despite establishing a connection between the Datadog agent and MuleSoft Anypoint, no metrics are appearing in their Datadog dashboard. The logs show repeated errors indicating 'Failed running the Remote Metric Reader.'

Resolution: On-Premise Configuration:
1. Verify mule_server parameter is configured in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
2. Ensure mule_server contains correct on-premise server URL and port
3. Confirm mule_server parameter is not commented out with #

Required Configuration Parameters:
- Customer_key (provided by Nova upon Master Organization ID submission)
- Master Organization ID
- env_id for on-premise environment
- mule_server with server URL (required for on-premise)
- Authentication credentials (client_id/client_secret or username/password)

Log File Locations:
- Linux: /var/log/datadog/reader.log and /var/log/datadog/agent.log
- Windows: C:\ProgramData\Datadog\logs\reader.log and C:\ProgramData\Datadog\logs\agent.log

Troubleshooting Steps:
1. Check reader.log for specific connection errors
2. Verify network connectivity to on-premise Mule servers
3. Confirm Connected App permissions for on-premise API access
4. Restart Datadog agent: sudo systemctl restart datadog-agent
5. Monitor integration status: sudo datadog-agent status | grep iocs_dmi

Network Requirements:
- Standard Mule server ports: HTTP 8199, HTTPS 8299
- Verify firewall allows agent communication with Mule servers
- Check network restrictions between agent and on-premise infrastructure

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- Connected App permissions: https://docs.ioconnectservices.com/dmi/configuration-connectedapps",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Troubleshooting Mulesoft Integration with Datadog - The customer has set up the Datadog Agent and Mulesoft integration on their on-premise Mule servers, but no metrics are appearing in the Datadog dashboard. The logs show errors related to the Remote Metric Reader failing.","Problem: The customer has set up the Datadog Agent and Mulesoft integration on their on-premise Mule servers, but no metrics are appearing in the Datadog dashboard. The logs show errors related to the Remote Metric Reader failing.

Resolution: Agent Installation Verification:
1. Verify Datadog agent is installed on server with network access to on-premise Mule servers
2. Confirm DMI integration is properly installed from Datadog Marketplace
3. Check agent can communicate with on-premise Mule infrastructure

On-Premise Configuration:
1. Configure mule_server parameter in /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
2. Set mule_server with correct host and port (typically http://localhost:9999 or server-specific URL)
3. Ensure mule_server parameter is not commented out
4. Verify standard ports: HTTP 8199, HTTPS 8299

Configuration Parameters:
- Customer_key (provided by Nova upon Master Organization ID submission)
- Master Organization ID
- env_id for on-premise environment
- mule_server with server URL
- Authentication credentials (client_id/client_secret or username/password)

Infrastructure Verification:
1. Check Datadog Infrastructure List to verify host is reporting basic metrics
2. Confirm Connected App permissions for on-premise API access
3. Review reader.log for specific connection errors: /var/log/datadog/reader.log

Troubleshooting Steps:
1. Restart Datadog agent: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi
3. Monitor metric collection within 5-10 minutes
4. Check dashboard displays data when applications and errors are present

Documentation References:
- Installation guide: https://docs.ioconnectservices.com/dmi/installation
- Connected App permissions: https://docs.ioconnectservices.com/dmi/configuration-connectedapps",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",high
"Mulesoft and Datadog Integration: Distributed Tracing and Trace-ID Management - Customers need clarity on how Mulesoft integrates with Datadog for distributed tracing, specifically regarding trace-ID injection and propagation across different systems in an application's architecture.","Problem: Customers need clarity on how Mulesoft integrates with Datadog for distributed tracing, specifically regarding trace-ID injection and propagation across different systems in an application's architecture.

Resolution: The integration solution consists of two key components:

1. Datadog Mulesoft Integration (DMI):
   - Collects and sends metrics and logs from Mulesoft to Datadog
   - Includes predefined dashboards and monitors
   - Provides comprehensive monitoring capabilities and insights into Mulesoft instances
   - Delivers an overview of system health and performance metrics

2. Mulesoft Anypoint Connector for APM:
   - Adds Application Performance Management (APM) capabilities to Mulesoft applications
   - Allows easy integration of APM operations into Mule flows through the Mulesoft Anypoint Platform
   - Enables effective distributed tracing by facilitating trace-ID injection and propagation of tracing information across different systems

Important Implementation Note:
- Implementing APM capabilities requires modifications to the customer's Mule application
- Specific Mule connector operations need to be wrapped where trace generation and management are necessary
- This step is crucial for creating and propagating traces, ensuring comprehensive visibility into application performance

Once Mulesoft is properly instrumented:
- The instance becomes transparent in terms of distributed tracing
- Trace-ID injection and binding of traces across different systems is supported
- This allows for seamless tracing and performance monitoring across the entire application architecture",datadog-mulesoft,"activation,integration,mulesoft,datadog,performance",medium
"Mulesoft and Datadog Integration: Distributed Tracing and APM Capabilities - Customer inquiring about the integration of Mulesoft with Datadog, specifically focusing on distributed tracing and trace-ID management capabilities.","Problem: Customer inquiring about the integration of Mulesoft with Datadog, specifically focusing on distributed tracing and trace-ID management capabilities.

Resolution: The integration solution consists of two key components:

1. Datadog Mulesoft Integration (DMI):
   - Collects and sends metrics and logs from Mulesoft to Datadog
   - Includes predefined dashboards and monitors
   - Provides comprehensive monitoring and insights into Mulesoft instances

2. Mulesoft Anypoint Connector for APM:
   - Adds Application Performance Management (APM) capabilities to Mulesoft applications
   - Allows easy integration of APM operations into Mule flows
   - Enables effective distributed tracing through trace-ID injection and propagation

Important implementation note:
- Implementing APM capabilities requires modifications to the customer's Mule application
- Specific Mule connector operations need to be wrapped for trace generation and management
- This step is crucial for creating and propagating traces across different systems in the application architecture

Regarding distributed tracing transparency:
- Once Mulesoft is properly instrumented using the Anypoint Connector for APM, it becomes integrated into the distributed tracing ecosystem
- The connector facilitates trace-ID injection and propagation, allowing for the binding of traces across different systems
- This enables comprehensive visibility and insights into application performance across the entire distributed system",datadog-mulesoft,"activation,integration,mulesoft,datadog,performance",medium
"Configuring Datadog Plugin for Multiple Mulesoft Environments - Customer needs to monitor multiple Mulesoft environments (Dev, Test, QA, Prod) but the conf.yaml file only appears to support one environment ID.","Problem: Customer needs to monitor multiple Mulesoft environments (Dev, Test, QA, Prod) but the conf.yaml file only appears to support one environment ID.

Resolution: DMI Multi-Environment Setup:
Each DMI installation monitors single environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance  
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml with respective env_id for each environment (Dev, Test, QA, Prod)
5. Use same customer_key and Master Organization ID across all instances

Configuration File Location:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi

Multi-Environment Benefits:
- Accurate monitoring without environment overlap
- Environment-specific alerting and dashboards
- Clear separation between production and non-production environment",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
"Configuration of Datadog Agent for Multiple Mulesoft Environments - A customer inquired about configuring a single Datadog agent to monitor multiple Mulesoft environments, as the conf.yaml file only appears to support one environment ID.","Problem: A customer inquired about configuring a single Datadog agent to monitor multiple Mulesoft environments, as the conf.yaml file only appears to support one environment ID.

Resolution: DMI Multi-Environment Setup:
Each DMI installation monitors single environment due to single env_id limitation per conf.yaml file.

Deployment Steps per Environment:
1. Deploy separate compute instance (VM, EC2, or server) for each environment
2. Install Datadog agent on each instance  
3. Install DMI integration on each instance
4. Configure environment-specific conf.yaml with respective env_id for each environment (Dev, Test, QA, Prod)
5. Use same customer_key and Master Organization ID across all instances

Configuration File Location:
- Linux: /etc/datadog-agent/conf.d/iocs_dmi.d/conf.yaml
- Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi.d\conf.yaml

Verification:
1. Restart Datadog agent on each instance: sudo systemctl restart datadog-agent
2. Verify integration status: sudo datadog-agent status | grep iocs_dmi

Multi-Environment Benefits:
- Accurate monitoring without environment overlap
- Environment-specific alerting and dashboards
- Clear separation between production and non-production environment",datadog-mulesoft,"activation,configuration,integration,mulesoft,datadog",medium
